,rid,created_at,cleaned_text,followers,retweets,favourited,label
2478,499581469027618816,13 Aug 2014 15:41:18,wake ferguson httptco4n8krgbxuf,55119,252,111,2
2479,499581876668227584,13 Aug 2014 15:42:55,breaking first official news release ferguson pd since death mikebrown kmov httptcoz27k2dom7j,3052,226,38,2
2480,499583349267382273,13 Aug 2014 15:48:46,looting amp rioting terms loosely used describe civil disobedience ferguson dont get twisted focus,910341,273,146,2
2481,499583424114728961,13 Aug 2014 15:49:04,ferguson police refuse say killed michael brown release looting suspects names ages amp home addresses httptconuvvp9vigs,1615,162,31,2
2482,499584511710351361,13 Aug 2014 15:53:24,remembering friend robin williams updates ferguson mikebrown httptcoqbqjauhb4v,27618,883,17,2
2483,499584606878715905,13 Aug 2014 15:53:46,america fuck wrong us ferguson httptcozp4bebkwiw,1320850,167,139,2
2484,499584618165567488,13 Aug 2014 15:53:49,police pull ferguson mraps amp point sniper rifles unarmed protestors live 11am2pm cst httptcooqtch0ubub,277057,112,45,2
2485,499585144416514048,13 Aug 2014 15:55:54,ppl ferguson v sensitive media descriptions rioting worth noting behavior accurately described happened sun,102607,247,88,2
2486,499586890837016579,13 Aug 2014 16:02:51,calling journalists covering mikebrown ferguson free coffeewifi need place work antoniofrench httptcomn8w44ov7z,949,161,108,2
2487,499588291335692288,13 Aug 2014 16:08:25,new statement ferguson police shooting michaelbrown ht abake6 httptcobgervuvqdo,103924,157,51,2
2488,499589336816308227,13 Aug 2014 16:12:34,mikebrown deserves pictures circulating contribute movement ferguson iftheygunnedmedown httptcoy5svbwnaqd,1328,16614,4657,2
2489,499590048313262080,13 Aug 2014 16:15:24,dont shoot ferguson michaelbrown httptco5inhktmkl5,21753,933,421,2
2490,499590929611640832,13 Aug 2014 16:18:54,trayvon martin jordan davis jonathan ferrell mikebrown nexthttptcozgxuc7n7tj ferguson httptcoqhdkp8bfij,31212,116,41,2
2491,499592320900431872,13 Aug 2014 16:24:25,white antilooting highhorse riders listen read amp follow professorcrunkhttptcol8dtczcovqferguson httptcoknmvt8s2hb,745,172,117,2
2492,499595283504701440,13 Aug 2014 16:36:12,per themarkberman witness dorian johnson still spoken st louis county pd despite numerous attempts ferguson,103958,122,20,2
2493,499596695705894912,13 Aug 2014 16:41:48,cops arent soldiers soldiers soldiers want soldier enlist amp head desert usa war zone ferguson,951,100,96,2
2494,499598115888848896,13 Aug 2014 16:47:27,collection debris found ferguson yesterday tons rubber bullets mattdpearce httptcoae3y1z14bw,11072,1036,296,2
2495,499598154581303296,13 Aug 2014 16:47:36,sitting mcdonalds ferguson man says cashier theyre trying make lootingthis police murdering kid,104066,845,463,2
2496,499598945417703424,13 Aug 2014 16:50:45,ferguson morning httptco82ylq2sqzk,54532,136,91,2
2497,499600140580044800,13 Aug 2014 16:55:30,maybe hard hitting foxnews covering whats going ferguson mo instead fat shaming first lady,2716724,869,1082,3
2498,499601812005998592,13 Aug 2014 17:02:08,local tv laurakhettiger reports shooting victim last night ferguson yearold male shot multiple times county police,104113,213,31,2
2499,499601956491374594,13 Aug 2014 17:02:43,rally today spread word ferguson stl mikebrown httptco9favxlbo5r,6077,135,32,2
2500,499602333404504064,13 Aug 2014 17:04:13,police militarization display ferguson httptcom9jypq3alq,60436,212,71,2
2501,499602370917978112,13 Aug 2014 17:04:22,one pattern last days police move media area become heavyhanded violent ferguson,108847,2409,706,2
2502,499602989133594624,13 Aug 2014 17:06:49,housing discrimination everything nyt racial inequality fergusonhttptcol1ryydfz8u httptco4sbfsbyfa7,14878,129,66,2
2503,499604750888083456,13 Aug 2014 17:13:49,free coffee journalists spreading awareness mikebrown ferguson movement stlpublicradio dontshoot httptco67wkah3ovs,948,515,339,2
2504,499605248747786240,13 Aug 2014 17:15:48,right united states stronger militarized force ferguson missouri baghdad,74225,119,60,2
2505,499606278910398464,13 Aug 2014 17:19:53,watch ferguson police fire tear gas protesters hands backyard httptcobarqiaczw5,10291,256,70,2
2506,499606771246567424,13 Aug 2014 17:21:51,lawyer dorian johnson eyewitness michaelbrown shooting tells meet fbi county prosecutor today ferguson,102922,346,96,2
2507,499607500187250689,13 Aug 2014 17:24:44,please dont go httptcokdcubrtxbo unless want ip logged httptco8yp3f6xv07 big props plussone ferguson,1295529,265,79,2
2508,499608179362521088,13 Aug 2014 17:27:26,ferguson police department release first official statement shooting mike brown httptcofibarj06cz justiceformikebrown,31613,208,59,2
2509,499610913112989696,13 Aug 2014 17:38:18,slmpd handling shooting investigation ferguson encourage anyone information contact stlcountypd,12339,115,17,2
2510,499611069565112320,13 Aug 2014 17:38:55,end police brutality sign mikebrown memorial ferguson httptcowh4olf3w2v,4784,181,82,2
2511,499611719090450432,13 Aug 2014 17:41:30,welcome ferguson americans started waking militarization police force httptco3mgfqyqolw,7919,113,63,2
2512,499612195756728320,13 Aug 2014 17:43:24,man picks burning tear gas throws back police ferguson pic kodacohen httptcoqd9ljgnenk hero,8973,151,89,2
2513,499612545909415938,13 Aug 2014 17:44:47,nearly 7k blacks murdered last yralmost blacks tiny unarmedkilledbycopwheres al jessetcot ferguson,50984,120,41,3
2514,499613731312005121,13 Aug 2014 17:49:30,join us ofallon park 6pm free concert event celebration mikebrowns life fergusons brianowenstv performing,106460,153,66,2
2515,499615655906533376,13 Aug 2014 17:57:09,police using military weapons occupy ferguson missouri httptcovngmpxrdbi httptcotaga8a5mu6,907667,158,43,2
2516,499619724222038016,13 Aug 2014 18:13:19,captain america black man throwing tear gas canister back police ferguson photo kodacohen httptcodihntvojtu,14080,193,172,2
2517,499620598994444288,13 Aug 2014 18:16:47,natl bar ferguson officers name isnt released monday seek court order forcing release mikebrown ksdknews,8585,202,62,2
2518,499620682502635520,13 Aug 2014 18:17:07,riots hurt property values ruin communities deters business comingthen activists complain jobsferguson tcot,50973,119,69,2
2519,499621957747224576,13 Aug 2014 18:22:11,white cnn host complains ferguson pd doesnt reflect citys racial diversity cnns line doesnt reflect nations diversitytcot,50990,101,61,2
2520,499622667142844416,13 Aug 2014 18:25:01,man flag shirt holding bag chips throws flaming tear gas back ferguson police new hero httptcoryj6qkaf1w,3776,355,333,2
2521,499626055251271682,13 Aug 2014 18:38:28,isnt iraq gaza syria united states america ferguson wtf via gerryduggan httptcobcxvwjcw5n,1199,106,39,2
2522,499635247311781889,13 Aug 2014 19:15:00,hey obama amp fbi heres big lead u look whats handed ferguson rioters talk sponsorstcot httptcowjlokoupfc,21031,133,49,2
2523,499635302764662784,13 Aug 2014 19:15:13,dont let irrational thoughts lead youdr kings non violent movement got results violence ever gotten usferguson keepingitreal,404912,177,112,2
2524,499636076852420608,13 Aug 2014 19:18:18,better family life ferguson community offering therapy residents canfield mikebrown httptcosiirimombp,6205,106,53,2
2525,499637476315910146,13 Aug 2014 19:23:51,sharpton liberals obama almost exactly one year ago ferguson missouri httptcoltluzahrmf tcot httptcolodfjdo5ux,21024,436,189,2
2526,499638207987089408,13 Aug 2014 19:26:46,us police get weapons tactics seeing ferguson see report httpstcofgfa17wplh justiceformikebrown,206248,346,132,2
2527,499642374428307457,13 Aug 2014 19:43:19,prayers mya hu graduate shot protesting st louis mikebrown ferguson httptcoj0oeikjlhu,1865,108,31,3
2528,499642704687816706,13 Aug 2014 19:44:38,dont feel hopeless far ferguson organize block hood unite tenants support exoffenders filmthepolice,10519,130,74,2
2529,499643185581142016,13 Aug 2014 19:46:33,ferguson cleaning city handing water gatorade snacks amp cleaning supplies mikebrown httptcozmmrwff0ch,4227,939,778,2
2530,499647059688173569,13 Aug 2014 20:01:56,north side problem black problem st louis problem tom naerper ferguson httptcovyf5whvbro,104185,210,133,2
2531,499647397278937088,13 Aug 2014 20:03:17,disarm police rt criticlme ppl dont want ur protection anymore ferguson policebrutality httptcossb7h7eo5i theindividuals,62031,130,257,2
2532,499648409767538688,13 Aug 2014 20:07:18,lets bomb nurseries w white babies fbi nbp leader inciting violence ferguson httptcotcxsbfrtsv tcot httptcoxdzqcwnouq,20997,539,145,3
2533,499648712596271107,13 Aug 2014 20:08:30,race relations top priority right says ferguson police chief httpstconzoddiskma,105632,136,40,2
2534,499649230181388289,13 Aug 2014 20:10:34,gets cant everyone else ferguson equality mikebrown httptcobiqhpwfdtf,2420,1295,779,2
2535,499649754822103040,13 Aug 2014 20:12:39,state senator asks ferguson police chief shes going gassed httpstcoas6iqjnipq,99974,3031,1120,2
2536,499649813332639744,13 Aug 2014 20:12:53,anonymous released radio runs mikebrown murder ferguson cops call backup ems httptcommqmpfd2bv httptcoxcpq9qoi9b,1842,120,38,2
2537,499649872534831104,13 Aug 2014 20:13:07,powerful photos show ferguson pretty much treated like war zone httptcolxkipj2i6q,2716468,120,114,2
2538,499650234914713600,13 Aug 2014 20:14:33,rt antoniofrench state senator asks ferguson police chief shes going gassed httpstconoju8ikmr2,164548,101,75,2
2539,499650640314777601,13 Aug 2014 20:16:10,breaking anonymous posts st louis police tapes day ferguson shooting httptcouup1y56mfz youranonnews,2396,104,42,2
2540,499651344622694400,13 Aug 2014 20:18:58,important new image ferguson via leisazigman httptcov8zlgqndji,58810,405,296,2
2541,499651830951841794,13 Aug 2014 20:20:54,ferguson police chief want truth like everybody else ok start full transparency shot mikebrown,4112,142,53,2
2542,499652256288235521,13 Aug 2014 20:22:35,wow rt antoniofrench state senator asks ferguson police chief shes going gassed httpstcowgndjbeagv,5442,139,28,2
2543,499652628825899009,13 Aug 2014 20:24:04,ferguson police chief doubt investigation conducted impartially well serious doubts mikebrown,4122,106,46,2
2544,499652797030088704,13 Aug 2014 20:24:44,feds asking anyone info mikebrown shooting ferguson call st louis fbi,307,133,15,2
2545,499653470417199105,13 Aug 2014 20:27:25,thats horrible rt antoniofrench state senator asks ferguson police chief shes going gassed httpstcokde3ivm2sm,10143,124,35,2
2546,499654272342953984,13 Aug 2014 20:30:36,state sen maria chappellenadal sunday literally young people willing die get justice ferguson httptco8ftn46zbch,26590,170,107,2
2547,499654313870761984,13 Aug 2014 20:30:46,hey goldietaylor shoot dm get chance ive got something may want see ferguson,444558,101,38,2
2548,499655249398075392,13 Aug 2014 20:34:29,ferguson zero homicides last year black black crime real problem folks yall,3129,225,61,3
2549,499655603405725696,13 Aug 2014 20:35:53,nofly zone ferguson mo bans news copters reporting protests httptcohcsriulloyanyone got ta droneopferguson,11631,231,89,2
2550,499655869412286464,13 Aug 2014 20:36:57,antigunners donated 500k defeat progun sheriff anyway httptcokdwisasdht tcot 2a ferguson nra httptco9lqku5jolv,21044,547,372,2
2551,499657337548701696,13 Aug 2014 20:42:47,dept justice made official agency opened civil rights investigation mikebrown shooting ferguson,2281,713,283,2
2552,499657337985323009,13 Aug 2014 20:42:47,iconic usa shirt bag chips one hand throws back tear gas cannister police kodacohen httptcowseu4sj35p ferguson,203864,210,150,2
2553,499657584836874240,13 Aug 2014 20:43:46,breaking heres copy joint statement us attorney mikebrown ferguson kmov httptcoaqnt2x55ts,2910,100,25,2
2554,499658267493019651,13 Aug 2014 20:46:28,great minds think alike dumbasses jesse jackson theres ferguson near u httptcopilkby2yb6 tcot httptcorrz31fqc1m,21023,203,94,2
2555,499659628645720064,13 Aug 2014 20:51:53,ferguson iraq photos unmask militarization americas police httptcohrhtdifusy via mashable httptcoaczzx4lypd,143915,824,234,2
2556,499660656769921025,13 Aug 2014 20:55:58,st louis county prosecutor bob mcculloch hold news conference mikebrown case ferguson,2197,112,14,2
2557,499660768908832771,13 Aug 2014 20:56:25,serious ongoing police vs young black men problem america reminds havent come far thinkferguson,83453,116,251,2
2558,499660771857809409,13 Aug 2014 20:56:25,photo took vigil wanted offer different perspective ferguson mikebrown httptcoqdby0lotgd,1078,139,101,2
2559,499662307560263680,13 Aug 2014 21:02:32,st louis police tells theyre currently talking dorian johnson key witness mikebrown shooting httptcof3dftjo4ji ferguson,35205,110,30,2
2560,499662393627410432,13 Aug 2014 21:02:52,community organizations onsite ferguson httptcomdz9z9dque,107889,103,47,2
2561,499663992697417728,13 Aug 2014 21:09:13,well course ferguson police need wear camouflage instead uniforms might need hide urban forests,102028,100,99,2
2562,499665704300191745,13 Aug 2014 21:16:01,startling statistics segregated population ferguson mo httptcouyrldqhoj7 httptcovgxulmydhz,291784,133,50,2
2563,499665889198088192,13 Aug 2014 21:16:45,full statement feds civil rights investigation death michaelbrown ferguson httptcoce0rkmx0wv,7063,155,53,2
2564,499667482354143232,13 Aug 2014 21:23:05,volunteers cleaning mikebrown ferguson httptcockjahbqtek,1009,397,172,2
2565,499667557247614977,13 Aug 2014 21:23:23,breaking news racism rt ksdknews important new image ferguson via leisazigman httptcobovc5hs1w2,1752,102,31,2
2566,499668221767999488,13 Aug 2014 21:26:02,volunteers cleaning community mikebrown ferguson fergusonriot httptco3ihn3vu1hd,1010,120,59,2
2567,499669445548449793,13 Aug 2014 21:30:53,ferguson afghanistan powerful evidence growing militarization us police forces httptcolug1gwafeg httptcougnqtlj0le,144007,163,63,2
2568,499669671034257408,13 Aug 2014 21:31:47,right downtown clayton front buzz westfall justice center ferguson httpstcokgucsjucz6,100450,208,78,2
2569,499671635067437056,13 Aug 2014 21:39:35,resistance ferguson palestine freepalestine mikebrown dreamdefenders httptcoolynq2plyu,247,213,80,2
2570,499672226887897089,13 Aug 2014 21:41:57,rt freegcf rt organizemo opferguson pls rt jail support info ppl arrested mikebrown rallies ferguson httptcogrjvo1dalp,940,143,32,2
2571,499673142114013186,13 Aug 2014 21:45:35,ferguson police departmentriot gear tear gas camouflage assault rifles armored land mine vehicles dashboard cameras,8048,5596,2309,2
2572,499673760484433921,13 Aug 2014 21:48:02,younger mikebrown much younger ferguson dontshoot vicenews httptcocmxiizfdiz,9960,551,247,2
2573,499674159916789760,13 Aug 2014 21:49:37,police look protestors rally ferguson httptcolcznucnvke,104192,190,66,2
2574,499674825753772033,13 Aug 2014 21:52:16,ferguson fergusonriot jailsupport helps arrested order connect lawyers relay messages httptco9nqjclwvah,1814,166,43,2
2575,499674902060744704,13 Aug 2014 21:52:34,ksdknews confirmed mikebrown criminal record ferguson,2215,250,92,2
2576,499674991294951424,13 Aug 2014 21:52:56,crowd near site shooting chants hands dont shoot ferguson httptcoqjrw4zqa0n,60196,358,114,2
2577,499676350064508928,13 Aug 2014 21:58:20,rt jjohnsonkmov intersection canfield wflorissant traffic backed due march mikebrown ferguson kmov httptcoty8oxzporb,23689,105,40,2
2578,499678305134448641,13 Aug 2014 22:06:06,left police obama condemned yanukovych right obamas police ferguson hypocrisy usa ukraine httptco9x4pbwq0sg,359,101,30,2
2579,499678822598340608,13 Aug 2014 22:08:09,saw ferguson justiceformichaelbrown photos amp people herehttptcolwqwjzm06f,759512,264,116,2
2580,499679142766735362,13 Aug 2014 22:09:25,witness michaelbrowns shooting opens shot like animal httptcosfsdjdasjn ferguson httptcowhb0oxd2zo,13985,720,303,2
2581,499679986727411715,13 Aug 2014 22:12:47,ferguson stl mikebrown rt prairielaura pls spread around stl httpstcorpvadmqfda,6148,549,65,2
2582,499681614549377024,13 Aug 2014 22:19:15,ferguson mo black black citizens account police stops searches arrests mikebrown ferguson,7403,135,40,2
2583,499682060793937921,13 Aug 2014 22:21:01,usa doesnt comply law requires reporting police use deadly force httptcodq4hmsgy6k ferguson httptcontqzv7n0hy,1333665,2873,944,2
2584,499683602452717569,13 Aug 2014 22:27:09,confirmed irrelevant rt ksdknews confirmed mikebrown criminal record httptcohq8ng0py67 ferguson,2633,1078,619,2
2585,499684402616864768,13 Aug 2014 22:30:19,ferguson locked hard parking going foot,28686,105,37,2
2586,499685593857531906,13 Aug 2014 22:35:03,dont get confused rage right response happened ferguson httptcocqr7vri59i httptcozvjoumcv7l,112678,271,161,2
2587,499687274326786049,13 Aug 2014 22:41:44,vet ferguson cops go ahead shoot httptcofb89m2wwh6 httptco4byvq9hlxq,701864,155,61,2
2588,499687644045918210,13 Aug 2014 22:43:12,cant help notice one nra tcot suggested ferguson protesters carry assault rifles weird,1354,430,242,2
2589,499688532391526400,13 Aug 2014 22:46:44,ferguson heavily armed police military gear arriving armed personnel carriers httptcogbgdrhzblm,3749,278,45,2
2590,499688832300630016,13 Aug 2014 22:47:56,breaking ferguson lanes w florissant ave blocked crowd chanting say get back say fuck tact teams driving,46451,289,93,2
2591,499689349420568577,13 Aug 2014 22:49:59,stl swat team weapons drawn ferguson protest broad daylight media attending httptcoz6zivucm6d,60419,3097,487,2
2592,499689438092726273,13 Aug 2014 22:50:20,massive swat team showed peaceful demonstration ferguson httpstco5nudrua7vs,60130,1930,355,2
2593,499689757652566016,13 Aug 2014 22:51:36,rt fox2now stl swat team weapons drawn ferguson protest broad daylight media attending httptcoxvblijqmwh,1000512,209,46,2
2594,499689919929798657,13 Aug 2014 22:52:15,police started arresting ppl ordering everyone disperse saw violence protesters vicenews ferguson httptcoewaqf0qllv,9843,418,121,2
2595,499690032601772032,13 Aug 2014 22:52:42,overkill ferguson officer wont answer question needed httptcoispsp1rxa1,54615,4937,1336,2
2596,499690323883589632,13 Aug 2014 22:53:51,police demanding protesters disperse discussion return vehicles return homes ferguson,28643,161,21,2
2597,499690351875981313,13 Aug 2014 22:53:58,demonstrators west florissant ferguson wearing signs holding hands air solidarity mikebrown httptco8vtk96suvt,60776,141,43,2
2598,499690604302192640,13 Aug 2014 22:54:58,im glad theres extensive social media coverage whats going ferguson fear wed know nothing otherwise,22110,219,159,2
2599,499690835059814400,13 Aug 2014 22:55:53,swat team watches scopes ferguson demonstrators raise hands mikebrown justice httptcojsy0gzouu8,60588,377,51,2
2600,499690869784846336,13 Aug 2014 22:56:01,rt fox2now stl swat team weapons drawn ferguson protest broad daylight media attending httptcowzjhzvwhsm,8693,313,49,2
2601,499691224169590784,13 Aug 2014 22:57:26,police blocked us getting protestors full riot gear ferguson httptcou6ehl6y19x,28565,183,38,2
2602,499691429359517696,13 Aug 2014 22:58:15,things getting tense protest ferguson right httptcorx3awhcjke,106617,152,36,2
2603,499691501136650240,13 Aug 2014 22:58:32,ferguson cops keep complimenting crowd says working together crowd buying chant hell wont go,11806,164,70,2
2604,499691556652449792,13 Aug 2014 22:58:45,people ferguson must think kind constitutional right protest something,10847,294,208,2
2605,499691593985957888,13 Aug 2014 22:58:54,crowd behind cops cops ferguson httptcodbmgbd1tul,28655,103,14,2
2606,499691638424608768,13 Aug 2014 22:59:05,rt ryanjreilly massive swat team showed peaceful demonstration ferguson httpstcovzh6iu2mml,1000606,187,49,2
2607,499691702660374528,13 Aug 2014 22:59:20,happening right ferguson httptcomqtospfnak,107039,517,124,2
2608,499691814358888448,13 Aug 2014 22:59:47,things getting tense protest ferguson right httptcolfiz2e1xa7,104847,476,155,2
2609,499692099005325312,13 Aug 2014 23:00:54,ferguson cops loud speaker seems trying jedi mind tricks crowd crowd seems immune jedi arts,11887,316,205,2
2610,499692589143298049,13 Aug 2014 23:02:51,swat overlooks protestors ferguson theyve moved sidewalk httptcopey5covbzl,54093,1619,396,2
2611,499692788993511424,13 Aug 2014 23:03:39,easily officers asking protesters leave ferguson mikebrown rally kmov httptcorbkfloalhf,299,308,67,2
2612,499692915954704384,13 Aug 2014 23:04:09,police presence peaceful protest usa ferguson right wtf httptcopzbjoroale,124966,1024,254,2
2613,499693137670205440,13 Aug 2014 23:05:02,ferguson rt ryanjreilly open discussion cop loudspeaker telling crowd leave area httptconqep6mrkyz,1294825,357,73,2
2614,499693411503726592,13 Aug 2014 23:06:07,stay safe ferguson rt ryanjreilly counted swat officers guns trained crowds insanity httptco5kkgzfx6k7,1295897,704,182,2
2615,499693751720501248,13 Aug 2014 23:07:28,keep eyes ryanjreilly tweets huffingtonpost journalist ground ferguson right httptcozysw8vhnkp,1294806,273,110,2
2616,499693808515182592,13 Aug 2014 23:07:42,lapd kills young black man days ferguson shooting httptco3ueqtopbwo httptcogfjixdry8t,722234,277,60,2
2617,499694783691239424,13 Aug 2014 23:11:34,scene right blocks mikebrown shot ferguson httptcogcbxsy0cvn,4784,1266,310,2
2618,499695028407922689,13 Aug 2014 23:12:33,fuck looking mounted gun scope theyre protestors insurgents ferguson httptcongbe1t2ahj,552,131,47,2
2619,499695074855624704,13 Aug 2014 23:12:44,overkill ferguson officer wont answer question needed httptcoizk1lrzb7x,23974,100,22,2
2620,499695460358311936,13 Aug 2014 23:14:16,isnt war yet police armed approaching like iraq ferguson,28544,206,57,2
2621,499695682476060673,13 Aug 2014 23:15:09,forced leavewith guns facefergusonhttptco7qty8sot46,1294767,180,53,2
2622,499695918547861504,13 Aug 2014 23:16:05,ferguson questions still anglescontent want explored havent seen yet,102635,117,53,2
2623,499696137708658688,13 Aug 2014 23:16:57,coming soon everyones town mt ryanjreilly overkill ferguson officer wont answerwhy needed httptcouj7olrfbjb,31674,125,20,2
2624,499696525808001024,13 Aug 2014 23:18:30,got thats sniper top tank pointing guns us ferguson httptcogytzbxtr2o,28522,432,55,2
2625,499696550541795328,13 Aug 2014 23:18:36,watching ferguson verge imposing martial law far better reality tv tune httptco7qty8sot46,1293904,295,100,2
2626,499696733979688961,13 Aug 2014 23:19:19,militarystyle police overwhelming show force apcs officers highpowered rifles ferguson httptcojoc9znpuqm,3759,1114,227,2
2627,499696744155062272,13 Aug 2014 23:19:22,current situation ferguson httptcoplungrlnqy,4783,1115,247,2
2628,499696948296028160,13 Aug 2014 23:20:11,protestors ferguson armed swat like theyre raiding weapons depot,23640,130,56,2
2629,499697037156171776,13 Aug 2014 23:20:32,pictures coming ferguson looks like military equipment american streets sober everyone,112866,230,96,2
2630,499697194325114881,13 Aug 2014 23:21:09,rip democracy civil rights movement still unfinished solidarity ferguson justiceformikebrown httptcodsaypszgfg,124967,166,65,2
2631,499697498072420352,13 Aug 2014 23:22:22,dear ferguson pd towns murders didnt deploy swatrespectfully sandy hook dad excop httptcofprwmowwaj,9429,487,211,2
2632,499697652385464320,13 Aug 2014 23:22:58,police moved tank repositioned face protesters sidewalk across street ferguson httptcojrghierzab,4773,1155,252,2
2633,499697648866045953,13 Aug 2014 23:22:58,despite clear footage ferguson citizens chanting killer cops got go media chooses hear amp report kill cops instead,3507,111,62,3
2634,499697729225105408,13 Aug 2014 23:23:17,police cars heading ferguson httpstcocguoqrqjcn,102201,141,26,2
2635,499697848737210369,13 Aug 2014 23:23:45,wouldnt dare shoot ferguson mikebrown stl rt vandalyzm posted photo httptcoboefisqp5j,5640,100,51,2
2636,499697887434248192,13 Aug 2014 23:23:54,police blocking cars entering ferguson right httptcoe6dqpd0vme,99954,318,72,2
2637,499698311306043392,13 Aug 2014 23:25:36,open discussionswat tells protesters ferguson leave httptcoultxii88ah httptcowlpoepdnqj photo bmoreconetta,6407,166,95,2
2638,499698357397237762,13 Aug 2014 23:25:47,cops line ferguson dont riot shields batons rifles thing shoot people,1911,554,140,2
2639,499698366402789376,13 Aug 2014 23:25:49,police move advancing crowd mikebrown ferguson,844,136,22,2
2640,499698817567293440,13 Aug 2014 23:27:36,ferguson protesters march peacefully militarized police aim guns httptconelra6qzqn pic ryanjreilly httptcokgtfspqfrd,192059,922,230,2
2641,499698825020592129,13 Aug 2014 23:27:38,founding fathers wanted people freedom assembly theyd put something bill rights ferguson,10847,415,193,2
2642,499698828845780993,13 Aug 2014 23:27:39,protesters asking wrong police advance police dogs barking mikebrown ferguson,824,520,118,2
2643,499698964925796352,13 Aug 2014 23:28:11,militarized police literally marching ferguson missouri ordering people homes,1293890,715,175,2
2644,499699006298419200,13 Aug 2014 23:28:21,tank older black woman asks cops move ferguson,28393,109,18,2
2645,499699052389208065,13 Aug 2014 23:28:32,bad craziness rt fox2now stl swat weapons drawn ferguson protest broad daylight w media attending httptcocgcpydg4e2,9633,105,8,2
2646,499699107615997952,13 Aug 2014 23:28:45,police line moving towards peaceful protesters ferguson,4780,235,48,2
2647,499699270883110913,13 Aug 2014 23:29:24,urgent livestreams went police using jammers ferguson far beyond police state,94896,1035,277,2
2648,499699366660423680,13 Aug 2014 23:29:47,charges filed man shot police ferguson wednesday cops say pointed gun httptcofboomrp8zz,1958,183,30,2
2649,499699435551866880,13 Aug 2014 23:30:04,young woman right arrested wouldnt move ferguson httptcowp8iquvemv,28608,138,26,2
2650,499699479688544257,13 Aug 2014 23:30:14,officers literally putting hands media personnel throwing people httptco7qty8sot46 ferguson,1294169,290,65,3
2651,499699779426066432,13 Aug 2014 23:31:26,cops forcing us move even legally right stand sidewalk ferguson,28686,295,63,2
2652,499699803576881152,13 Aug 2014 23:31:31,live stream ferguson back running watch httptco7qty8sot46,1296093,293,62,2
2653,499699989237747712,13 Aug 2014 23:32:16,better view police facing protesters ferguson httptcoogtpetug2e,4780,171,32,2
2654,499700083265269763,13 Aug 2014 23:32:38,reminder swat team size tx showed top location bottom one ferguson bundyranch httptco3gjo0vfq2e,6439,162,45,2
2655,499700209484828672,13 Aug 2014 23:33:08,ferguson rt bmoreconetta swat truck repositioned gun pointing straight protesters httptcoayh8fhhlp7,1293906,758,158,2
2656,499700213792387073,13 Aug 2014 23:33:09,police sniper pointing weapon unarmed civilians thats nice ferguson,6424,104,18,2
2657,499700279412281345,13 Aug 2014 23:33:25,press corralled peaceful demonstrators ferguson httptcoujgnf1huhq,4780,127,16,2
2658,499700579527299073,13 Aug 2014 23:34:36,police announce right demonstrate obstructed ferguson,4780,166,26,2
2659,499700824432717824,13 Aug 2014 23:35:35,tiananmen shit rt sebwalker militarystyle police apcs officers highpowered rifles ferguson httptcojk0zbrneio,3827,165,62,2
2660,499700838127120386,13 Aug 2014 23:35:38,right demonstrate denied says dude tank snipers ferguson,28391,1427,475,2
2661,499700861900435456,13 Aug 2014 23:35:44,right assemble denied police telling ferguson residents everything totally cool,1295370,310,147,2
2662,499700906384842752,13 Aug 2014 23:35:54,gun phone fully charged dontshoot ferguson handsup mikebrown httptcokoxo7qhou0,6155,150,48,2
2663,499701114195808257,13 Aug 2014 23:36:44,bizarre police refusing let us press conference regarding ferguson,22177,680,181,2
2664,499701408904798208,13 Aug 2014 23:37:54,youre recording video ferguson please use apps like bambuser record server cant deleted phone seized,740,713,161,2
2665,499701423135678464,13 Aug 2014 23:37:57,guess photo war yes right war oppressor amp oppressed ferguson mikebrown httptco74tvag92cr,124965,202,68,2
2666,499701576395919360,13 Aug 2014 23:38:34,moments ago ferguson rt bmoreconetta state senator maria chapelle nadal taken police custody,1293868,475,101,2
2667,499701669437784064,13 Aug 2014 23:38:56,founding fathers intended rt bmoreconetta current situation ferguson httptcoqvng2zmlxv,4895,146,58,2
2668,499702088512049152,13 Aug 2014 23:40:36,announce youre taking away right assemble youre probably taking away right assemble ferguson,589,194,93,2
2669,499702134279913472,13 Aug 2014 23:40:47,downtown kandahar afghanistan think ferguson mo someone help location httptcowlpoepdnqj,6424,138,36,2
2670,499702153909256193,13 Aug 2014 23:40:52,line tanks military cops facing ferguson protesters extrajudicial execution lot moral high ground america,9441,145,57,2
2671,499702206455488513,13 Aug 2014 23:41:04,ferguson police still tv lying wanting peace theres military guns amour trucks broad daylight,6076,116,24,2
2672,499702384424022016,13 Aug 2014 23:41:47,state senator asks ferguson police chief shes going gassed httptcojika6zqlx0,34531,128,41,2
2673,499702462865874944,13 Aug 2014 23:42:05,police move telling people move arrested people asking move ferguson vicenews httptcop5tcd5hdsu,9220,556,169,2
2674,499703033174179840,13 Aug 2014 23:44:21,jammers used livestreams went looks like police trying hide something ferguson,94886,160,55,2
2675,499703127193305088,13 Aug 2014 23:44:44,police move telling people move arrested people asking move ferguson httptcoaimqrjttqv,34552,141,24,2
2676,499703128540061699,13 Aug 2014 23:44:44,main roads blocked found back way im back qt ferguson httptcovwfudzqcrr,107280,233,117,2
2677,499703156889362432,13 Aug 2014 23:44:51,breaking state senator maria chapelle nadal taken police custody teargassed earlier protest ferguson,624,151,14,2
